@relation Covid19

@attribute Date date dd-mm-yyyy
@attribute Country string
@attribute Cases integer
@attribute Deaths integer
@attribute Recovered integer

@data
23-02-2020,Spain,2,0,2
23-02-2020,Belgium,1,0,1
23-02-2020,Cambodia,1,0,1
23-02-2020,Egypt,1,0,1
23-02-2020,Finland,1,0,1
23-02-2020,Lebanon,1,0,0
23-02-2020,Nepal,1,0,1
23-02-2020,Sri_Lanka,1,0,1
23-02-2020,Sweden,1,0,0
23-02-2020,Iraq,1,0,0
24-02-2020,China,77345,2593,25066
24-02-2020,S._Korea,833,8,22
24-02-2020,Diamond_Princess,691,3,2
24-02-2020,Italy,229,7,1
24-02-2020,Japan,159,1,23
24-02-2020,Singapore,90,0,49
24-02-2020,Hong_Kong,81,2,12
24-02-2020,Iran,61,12,3
24-02-2020,USA,53,0,5
24-02-2020,Thailand,35,0,15
24-02-2020,Taiwan,30,1,2
24-02-2020,Australia,22,0,11
24-02-2020,Malaysia,22,0,17
24-02-2020,Germany,16,0,14
24-02-2020,Vietnam,16,0,15
24-02-2020,U.K.,13,0,8
24-02-2020,U.A.E.,13,0,3
24-02-2020,France,12,1,11
24-02-2020,Canada,11,0,3
24-02-2020,Macao,10,0,5
24-02-2020,Kuwait,5,0,0
24-02-2020,Philippines,3,1,2
24-02-2020,India,3,0,3
24-02-2020,Spain,3,0,2
24-02-2020,Bahrain,2,0,0
24-02-2020,Israel,2,0,0
24-02-2020,Oman,2,0,0
24-02-2020,Russia,2,0,2
24-02-2020,Afghanistan,1,0,0
24-02-2020,Belgium,1,0,1
24-02-2020,Cambodia,1,0,1
24-02-2020,Egypt,1,0,1
24-02-2020,Finland,1,0,1
24-02-2020,Iraq,1,0,0
24-02-2020,Lebanon,1,0,0
24-02-2020,Nepal,1,0,1
24-02-2020,Sri_Lanka,1,0,1
24-02-2020,Sweden,1,0,0
25-02-2020,China,77666,2664,27656
25-02-2020,S._Korea,977,11,22
25-02-2020,Diamond_Princess,691,4,10
25-02-2020,Italy,323,11,2
25-02-2020,Japan,161,1,23
25-02-2020,Iran,95,16,25
25-02-2020,Singapore,91,0,58
25-02-2020,Hong_Kong,85,2,18
25-02-2020,USA,57,0,6
25-02-2020,Thailand,37,0,22
25-02-2020,Taiwan,31,1,5
25-02-2020,Bahrain,23,0,0
25-02-2020,Australia,22,0,15
25-02-2020,Malaysia,22,0,20
25-02-2020,Germany,18,0,15
25-02-2020,Vietnam,16,0,16
25-02-2020,France,14,1,11
25-02-2020,U.K.,13,0,8
25-02-2020,U.A.E.,13,0,3
25-02-2020,Canada,11,0,3
25-02-2020,Kuwait,11,0,0
25-02-2020,Macao,10,0,5
25-02-2020,Spain,7,0,2
25-02-2020,Iraq,5,0,0
25-02-2020,Oman,4,0,0
25-02-2020,Philippines,3,1,2
25-02-2020,India,3,0,3
25-02-2020,Austria,2,0,0
25-02-2020,Israel,2,0,0
25-02-2020,Russia,2,0,2
25-02-2020,Afghanistan,1,0,0
25-02-2020,Algeria,1,0,0
25-02-2020,Belgium,1,0,1
25-02-2020,Cambodia,1,0,1
25-02-2020,Croatia,1,0,0
25-02-2020,Egypt,1,0,1
25-02-2020,Finland,1,0,1
25-02-2020,Lebanon,1,0,0
25-02-2020,Nepal,1,0,1
25-02-2020,Sri_Lanka,1,0,1
25-02-2020,Sweden,1,0,0
25-02-2020,Switzerland,1,0,0
26-02-2020,China,78073,2715,30060
26-02-2020,S._Korea,1261,12,24
26-02-2020,Diamond_Princess,705,4,10
26-02-2020,Italy,470,12,3
26-02-2020,Japan,172,3,23
26-02-2020,Iran,139,19,25
26-02-2020,Singapore,93,0,62
26-02-2020,Hong_Kong,89,2,18
26-02-2020,USA,60,0,6
26-02-2020,Thailand,40,0,22
26-02-2020,Bahrain,33,0,0
26-02-2020,Taiwan,32,1,5
26-02-2020,Germany,27,0,15
26-02-2020,Kuwait,26,0,0
26-02-2020,Australia,23,0,15
26-02-2020,Malaysia,22,0,20
26-02-2020,France,18,2,11
26-02-2020,Vietnam,16,0,16
26-02-2020,Spain,13,0,2
26-02-2020,U.K.,13,0,8
26-02-2020,U.A.E.,13,0,3
26-02-2020,Canada,12,0,3
26-02-2020,Macao,10,0,6
26-02-2020,Iraq,5,0,0
26-02-2020,Oman,4,0,0
26-02-2020,Philippines,3,1,2
26-02-2020,Croatia,3,0,0
26-02-2020,India,3,0,3
26-02-2020,Austria,2,0,0
26-02-2020,Finland,2,0,1
26-02-2020,Israel,2,0,0
26-02-2020,Lebanon,2,0,0
26-02-2020,Pakistan,2,0,0
26-02-2020,Russia,2,0,2
26-02-2020,Sweden,2,0,0
26-02-2020,Afghanistan,1,0,0
26-02-2020,Algeria,1,0,0
26-02-2020,Belgium,1,0,1
26-02-2020,Brazil,1,0,0
26-02-2020,Cambodia,1,0,1
26-02-2020,Egypt,1,0,1
26-02-2020,Georgia,1,0,0
26-02-2020,Greece,1,0,0
26-02-2020,North_Macedonia,1,0,0
26-02-2020,Nepal,1,0,1
26-02-2020,Norway,1,0,0
26-02-2020,Romania,1,0,0
26-02-2020,Sri_Lanka,1,0,1
26-02-2020,Switzerland,1,0,0
27-02-2020,China,78514,2747,32973
27-02-2020,S._Korea,1766,13,24
27-02-2020,Diamond_Princess,705,4,10
27-02-2020,Italy,655,17,45
27-02-2020,Iran,245,26,54
27-02-2020,Japan,207,4,32
27-02-2020,Singapore,96,0,66
27-02-2020,Hong_Kong,92,2,18
27-02-2020,USA,60,0,6
27-02-2020,Germany,48,0,16
27-02-2020,Kuwait,43,0,0
27-02-2020,Thailand,40,0,22
27-02-2020,France,38,2,11
27-02-2020,Bahrain,33,0,0
27-02-2020,Taiwan,32,1,5
27-02-2020,Spain,25,0,2
27-02-2020,Australia,23,0,15
27-02-2020,Malaysia,22,0,20
27-02-2020,U.A.E.,19,0,5
27-02-2020,U.K.,16,0,8
27-02-2020,Vietnam,16,0,16
27-02-2020,Canada,13,0,3
27-02-2020,Macao,10,0,6
27-02-2020,Switzerland,8,0,0
27-02-2020,Iraq,7,0,0
27-02-2020,Sweden,7,0,0
27-02-2020,Oman,6,0,0
27-02-2020,Austria,5,0,0
27-02-2020,Norway,4,0,0
27-02-2020,Philippines,3,1,2
27-02-2020,Croatia,3,0,0
27-02-2020,Greece,3,0,0
27-02-2020,India,3,0,3
27-02-2020,Israel,3,0,0
27-02-2020,Lebanon,3,0,0
27-02-2020,Finland,2,0,1
27-02-2020,Pakistan,2,0,0
27-02-2020,Russia,2,0,2
27-02-2020,Afghanistan,1,0,0
27-02-2020,Algeria,1,0,0
27-02-2020,Belgium,1,0,1
27-02-2020,Brazil,1,0,0
27-02-2020,Cambodia,1,0,1
27-02-2020,Denmark,1,0,0
27-02-2020,Egypt,1,0,1
27-02-2020,Estonia,1,0,0
27-02-2020,Georgia,1,0,0
27-02-2020,North_Macedonia,1,0,0
27-02-2020,Nepal,1,0,1
27-02-2020,Netherlands,1,0,0
27-02-2020,Romania,1,0,0
27-02-2020,San_Marino,1,0,0
27-02-2020,Sri_Lanka,1,0,1
28-02-2020,China,78832,2788,36476
28-02-2020,S._Korea,2337,16,24
28-02-2020,Italy,889,21,46
28-02-2020,Diamond_Princess,705,6,10
28-02-2020,Iran,388,34,73
28-02-2020,Japan,233,5,32
28-02-2020,Singapore,96,0,69
28-02-2020,Hong_Kong,93,2,18
28-02-2020,USA,63,0,6
28-02-2020,Germany,60,0,16
28-02-2020,France,57,2,11
28-02-2020,Kuwait,45,0,0
28-02-2020,Thailand,41,0,28
28-02-2020,Bahrain,38,0,0
28-02-2020,Taiwan,34,1,5
28-02-2020,Spain,33,0,2
28-02-2020,Malaysia,25,0,20
28-02-2020,Australia,24,0,15
28-02-2020,U.K.,20,0,8
28-02-2020,U.A.E.,19,0,5
28-02-2020,Vietnam,16,0,16
28-02-2020,Switzerland,15,0,0
28-02-2020,Canada,14,0,3
28-02-2020,Sweden,11,0,0
28-02-2020,Macao,10,0,6
28-02-2020,Iraq,8,0,0
28-02-2020,Israel,7,0,1
28-02-2020,Austria,6,0,0
28-02-2020,Norway,6,0,0
28-02-2020,Oman,6,0,0
28-02-2020,Croatia,5,0,0
28-02-2020,Greece,4,0,0
28-02-2020,Philippines,3,1,2
28-02-2020,Finland,3,0,1
28-02-2020,India,3,0,3
28-02-2020,Lebanon,3,0,0
28-02-2020,Romania,3,0,1
28-02-2020,Denmark,2,0,0
28-02-2020,Georgia,2,0,0
28-02-2020,Mexico,2,0,0
28-02-2020,Netherlands,2,0,0
28-02-2020,Pakistan,2,0,0
28-02-2020,Russia,2,0,2
28-02-2020,Afghanistan,1,0,0
28-02-2020,Algeria,1,0,0
28-02-2020,Azerbaijan,1,0,0
28-02-2020,Belarus,1,0,0
28-02-2020,Belgium,1,0,1
28-02-2020,Brazil,1,0,0
28-02-2020,Cambodia,1,0,1
28-02-2020,Egypt,1,0,1
28-02-2020,Estonia,1,0,0
28-02-2020,Iceland,1,0,0
28-02-2020,Lithuania,1,0,0
28-02-2020,North_Macedonia,1,0,0
28-02-2020,Nepal,1,0,1
28-02-2020,New_Zealand,1,0,0
28-02-2020,Nigeria,1,0,0
28-02-2020,San_Marino,1,0,0
28-02-2020,Sri_Lanka,1,0,1
29-02-2020,China,79826,2870,41636
29-02-2020,S._Korea,3150,17,24
29-02-2020,Italy,1128,29,50
29-02-2020,Diamond_Princess,705,6,10
29-02-2020,Iran,593,43,123
29-02-2020,Japan,241,5,32
29-02-2020,Singapore,102,0,72
29-02-2020,France,100,2,12
29-02-2020,Hong_Kong,93,2,30
29-02-2020,Germany,79,0,16
29-02-2020,USA,68,1,7
29-02-2020,Spain,58,0,2
29-02-2020,Kuwait,45,0,0
29-02-2020,Thailand,42,0,28
29-02-2020,Bahrain,41,0,0
29-02-2020,Taiwan,39,1,5
29-02-2020,Australia,25,0,15
29-02-2020,Malaysia,25,0,20
29-02-2020,U.K.,23,0,8
29-02-2020,U.A.E.,21,0,5
29-02-2020,Switzerland,19,0,0
29-02-2020,Canada,16,0,4
29-02-2020,Vietnam,16,0,16
29-02-2020,Norway,15,0,0
29-02-2020,Iraq,13,0,0
29-02-2020,Sweden,12,0,0
29-02-2020,Austria,10,0,0
29-02-2020,Macao,10,0,6
29-02-2020,Israel,7,0,1
29-02-2020,Lebanon,7,0,0
29-02-2020,Netherlands,7,0,0
29-02-2020,Croatia,6,0,0
29-02-2020,Oman,6,0,1
29-02-2020,Greece,4,0,0
29-02-2020,Pakistan,4,0,0
29-02-2020,Philippines,3,1,2
29-02-2020,Denmark,3,0,0
29-02-2020,Finland,3,0,1
29-02-2020,Georgia,3,0,0
29-02-2020,India,3,0,3
29-02-2020,Mexico,3,0,0
29-02-2020,Romania,3,0,1
29-02-2020,Brazil,2,0,0
29-02-2020,Russia,2,0,2
29-02-2020,Afghanistan,1,0,0
29-02-2020,Algeria,1,0,0
29-02-2020,Azerbaijan,1,0,0
29-02-2020,Belarus,1,0,0
29-02-2020,Belgium,1,0,1
29-02-2020,Cambodia,1,0,1
29-02-2020,Ecuador,1,0,0
29-02-2020,Egypt,1,0,1
29-02-2020,Estonia,1,0,0
29-02-2020,Iceland,1,0,0
29-02-2020,Ireland,1,0,0
29-02-2020,Lithuania,1,0,0
29-02-2020,Luxembourg,1,0,0
29-02-2020,North_Macedonia,1,0,0
29-02-2020,Monaco,1,0,0
29-02-2020,Nepal,1,0,1
29-02-2020,New_Zealand,1,0,0
29-02-2020,Nigeria,1,0,0
29-02-2020,Qatar,1,0,0
29-02-2020,San_Marino,1,0,0
29-02-2020,Sri_Lanka,1,0,1
1-03-2020,China,79828,2870,42119
1-03-2020,S._Korea,3736,21,30
1-03-2020,Italy,1694,34,83
1-03-2020,Iran,978,54,175
1-03-2020,Diamond_Princess,705,7,10
1-03-2020,Japan,256,6,42
1-03-2020,France,130,2,12
1-03-2020,Germany,130,0,16
1-03-2020,Singapore,106,0,74
1-03-2020,Hong_Kong,100,2,36
1-03-2020,Spain,84,0,2
1-03-2020,USA,75,1,9
1-03-2020,Bahrain,47,0,0
1-03-2020,Kuwait,46,0,0
1-03-2020,Thailand,42,1,30
1-03-2020,Taiwan,40,1,12
1-03-2020,U.K.,36,0,8
1-03-2020,Australia,29,1,15
1-03-2020,Malaysia,29,0,22
1-03-2020,Canada,24,0,4
1-03-2020,Switzerland,24,0,1
1-03-2020,U.A.E.,21,0,5
1-03-2020,Iraq,19,0,0
1-03-2020,Norway,19,0,0
1-03-2020,Vietnam,16,0,16
1-03-2020,Austria,14,0,0
1-03-2020,Sweden,14,0,0
1-03-2020,Macao,10,0,6
1-03-2020,Israel,10,0,1
1-03-2020,Lebanon,10,0,0
1-03-2020,Netherlands,10,0,0
1-03-2020,Croatia,7,0,0
1-03-2020,Greece,7,0,0
1-03-2020,Ecuador,6,0,0
1-03-2020,Finland,6,0,1
1-03-2020,Oman,6,0,1
1-03-2020,Mexico,5,0,0
1-03-2020,Denmark,4,0,0
1-03-2020,Pakistan,4,0,0
1-03-2020,Philippines,3,1,2
1-03-2020,Azerbaijan,3,0,0
1-03-2020,Czechia,3,0,0
1-03-2020,Georgia,3,0,0
1-03-2020,Iceland,3,0,0
1-03-2020,India,3,0,3
1-03-2020,Qatar,3,0,0
1-03-2020,Romania,3,0,1
1-03-2020,Algeria,2,0,0
1-03-2020,Belgium,2,0,1
1-03-2020,Brazil,2,0,0
1-03-2020,Egypt,2,0,1
1-03-2020,Russia,2,0,2
1-03-2020,Afghanistan,1,0,0
1-03-2020,Armenia,1,0,0
1-03-2020,Belarus,1,0,0
1-03-2020,Cambodia,1,0,1
1-03-2020,Dominican_Republic,1,0,0
1-03-2020,Estonia,1,0,0
1-03-2020,Ireland,1,0,0
1-03-2020,Lithuania,1,0,0
1-03-2020,Luxembourg,1,0,0
1-03-2020,North_Macedonia,1,0,0
1-03-2020,Monaco,1,0,0
1-03-2020,Nepal,1,0,1
1-03-2020,New_Zealand,1,0,0
1-03-2020,Nigeria,1,0,0
1-03-2020,San_Marino,1,0,0
1-03-2020,Sri_Lanka,1,0,1
2-03-2020,China,80026,2912,44822
2-03-2020,S._Korea,4335,28,30
2-03-2020,Italy,2036,52,149
2-03-2020,Iran,1501,66,291
2-03-2020,Diamond_Princess,705,7,100
2-03-2020,Japan,274,6,42
2-03-2020,France,191,3,12
2-03-2020,Germany,165,0,16
2-03-2020,Spain,120,0,2
2-03-2020,Singapore,108,0,78
2-03-2020,Hong_Kong,100,2,36
2-03-2020,USA,99,6,9
2-03-2020,Kuwait,56,0,0
2-03-2020,Bahrain,49,0,0
2-03-2020,Thailand,43,1,30
2-03-2020,Taiwan,41,1,12
2-03-2020,U.K.,40,0,8
2-03-2020,Australia,33,1,15
2-03-2020,Malaysia,29,0,22
2-03-2020,Canada,27,0,7
2-03-2020,Iraq,26,0,0
2-03-2020,Norway,25,0,0
2-03-2020,Switzerland,24,0,1
2-03-2020,U.A.E.,21,0,5
2-03-2020,Austria,18,0,0
2-03-2020,Netherlands,18,0,0
2-03-2020,Vietnam,16,0,16
2-03-2020,Sweden,15,0,0
2-03-2020,Lebanon,13,0,0
2-03-2020,Israel,12,0,1
2-03-2020,Macao,10,0,6
2-03-2020,San_Marino,8,1,0
2-03-2020,Belgium,8,0,1
2-03-2020,Croatia,8,0,0
2-03-2020,Greece,7,0,0
2-03-2020,Qatar,7,0,0
2-03-2020,Ecuador,6,0,0
2-03-2020,Finland,6,0,1
2-03-2020,Iceland,6,0,0
2-03-2020,India,6,0,3
2-03-2020,Oman,6,0,2
2-03-2020,Mexico,5,0,0
2-03-2020,Denmark,4,0,0
2-03-2020,Pakistan,4,0,0
2-03-2020,Philippines,3,1,2
2-03-2020,Algeria,3,0,0
2-03-2020,Azerbaijan,3,0,0
2-03-2020,Czechia,3,0,0
2-03-2020,Georgia,3,0,0
2-03-2020,Romania,3,0,1
2-03-2020,Russia,3,0,2
2-03-2020,Brazil,2,0,0
2-03-2020,Egypt,2,0,1
2-03-2020,Indonesia,2,0,0
2-03-2020,Portugal,2,0,0
2-03-2020,Afghanistan,1,0,0
2-03-2020,Andorra,1,0,0
2-03-2020,Armenia,1,0,0
2-03-2020,Belarus,1,0,0
2-03-2020,Cambodia,1,0,1
2-03-2020,Dominican_Republic,1,0,0
2-03-2020,Estonia,1,0,0
2-03-2020,Ireland,1,0,0
2-03-2020,Jordan,1,0,0
2-03-2020,Latvia,1,0,0
2-03-2020,Lithuania,1,0,0
2-03-2020,Luxembourg,1,0,0
2-03-2020,North_Macedonia,1,0,0
2-03-2020,Monaco,1,0,0
2-03-2020,Morocco,1,0,0
2-03-2020,Nepal,1,0,1
2-03-2020,New_Zealand,1,0,0
2-03-2020,Nigeria,1,0,0
2-03-2020,Saudi_Arabia,1,0,0
2-03-2020,Senegal,1,0,0
2-03-2020,Sri_Lanka,1,0,1
2-03-2020,Tunisia,1,0,0
3-03-2020,China,80152,2945,47422
3-03-2020,S._Korea,5186,34,34
3-03-2020,Italy,2502,79,160
3-03-2020,Iran,2336,77,435
3-03-2020,Diamond_Princess,706,6,100
3-03-2020,Japan,293,6,43
3-03-2020,France,212,4,12
3-03-2020,Germany,196,0,16
3-03-2020,Spain,165,1,2
3-03-2020,USA,118,9,9
3-03-2020,Singapore,110,0,78
3-03-2020,Hong_Kong,101,2,37
3-03-2020,Switzerland,58,0,2
3-03-2020,Kuwait,56,0,0
3-03-2020,U.K.,51,0,8
3-03-2020,Bahrain,49,0,0
3-03-2020,Thailand,43,1,30
3-03-2020,Taiwan,42,1,12
3-03-2020,Australia,39,1,15
3-03-2020,Malaysia,36,0,22
3-03-2020,Norway,33,0,0
3-03-2020,Iraq,32,0,0
3-03-2020,Canada,30,0,7
3-03-2020,Sweden,30,0,1
3-03-2020,U.A.E.,27,0,5
3-03-2020,Austria,24,0,0
3-03-2020,Netherlands,23,0,0
3-03-2020,Vietnam,16,0,16
3-03-2020,Belgium,13,0,1
3-03-2020,Lebanon,13,0,0
3-03-2020,Israel,12,0,1
3-03-2020,Oman,12,0,2
3-03-2020,Iceland,11,0,1
3-03-2020,San_Marino,10,1,0
3-03-2020,Macao,10,0,9
3-03-2020,Denmark,10,0,0
3-03-2020,Croatia,9,0,0
3-03-2020,Algeria,8,0,0
3-03-2020,Qatar,8,0,0
3-03-2020,Ecuador,7,0,0
3-03-2020,Finland,7,0,1
3-03-2020,Greece,7,0,0
3-03-2020,India,6,0,3
3-03-2020,Mexico,6,0,1
3-03-2020,Czechia,5,0,0
3-03-2020,Pakistan,5,0,0
3-03-2020,Portugal,4,0,0
3-03-2020,Romania,4,0,1
3-03-2020,Philippines,3,1,2
3-03-2020,Azerbaijan,3,0,0
3-03-2020,Georgia,3,0,0
3-03-2020,Russia,3,0,2
3-03-2020,Brazil,2,0,0
3-03-2020,Egypt,2,0,1
3-03-2020,Estonia,2,0,0
3-03-2020,Indonesia,2,0,0
3-03-2020,Ireland,2,0,0
3-03-2020,Senegal,2,0,0
3-03-2020,Afghanistan,1,0,0
3-03-2020,Andorra,1,0,0
3-03-2020,Armenia,1,0,0
3-03-2020,Belarus,1,0,0
3-03-2020,Cambodia,1,0,1
3-03-2020,Dominican_Republic,1,0,0
3-03-2020,Jordan,1,0,0
3-03-2020,Latvia,1,0,0
3-03-2020,Lithuania,1,0,0
3-03-2020,Luxembourg,1,0,0
3-03-2020,North_Macedonia,1,0,0
3-03-2020,Monaco,1,0,0
3-03-2020,Morocco,1,0,0
3-03-2020,Nepal,1,0,1
3-03-2020,New_Zealand,1,0,0
3-03-2020,Nigeria,1,0,0
3-03-2020,Saudi_Arabia,1,0,0
3-03-2020,Sri_Lanka,1,0,1
3-03-2020,Tunisia,1,0,0
3-03-2020,Ukraine,1,0,0
3-03-2020,Argentina,1,0,0
3-03-2020,Chile,1,0,0
3-03-2020,Liechtenstein,1,0,0
4-03-2020,China,80282,2981,50011
4-03-2020,S._Korea,5621,35,41
4-03-2020,Italy,3089,107,276
4-03-2020,Iran,2922,92,552
4-03-2020,Diamond_Princess,706,6,212
4-03-2020,Japan,331,6,43
4-03-2020,France,285,4,12
4-03-2020,Germany,262,0,16
4-03-2020,Spain,228,2,2
4-03-2020,USA,154,11,9
4-03-2020,Singapore,110,0,78
4-03-2020,Hong_Kong,103,2,37
4-03-2020,Switzerland,93,0,3
4-03-2020,U.K.,87,0,8
4-03-2020,Norway,59,0,0
4-03-2020,Kuwait,56,0,0
4-03-2020,Bahrain,52,0,1
4-03-2020,Sweden,52,0,1
4-03-2020,Australia,50,2,21
4-03-2020,Malaysia,50,0,22
4-03-2020,Thailand,43,1,30
4-03-2020,Taiwan,42,1,12
4-03-2020,Netherlands,38,0,0
4-03-2020,Iraq,35,2,0
4-03-2020,Canada,33,0,7
4-03-2020,Austria,29,0,0
4-03-2020,India,29,0,3
4-03-2020,U.A.E.,28,0,5
4-03-2020,Iceland,26,0,1
4-03-2020,Belgium,23,0,1
4-03-2020,Algeria,17,0,0
4-03-2020,San_Marino,16,1,0
4-03-2020,Vietnam,16,0,16
4-03-2020,Denmark,15,0,0
4-03-2020,Israel,15,0,1
4-03-2020,Lebanon,15,0,0
4-03-2020,Oman,15,0,2
4-03-2020,Macao,10,0,9
4-03-2020,Croatia,10,0,0
4-03-2020,Ecuador,10,0,0
4-03-2020,Greece,9,0,0
4-03-2020,Czechia,8,0,0
4-03-2020,Qatar,8,0,0
4-03-2020,Finland,7,0,1
4-03-2020,Belarus,6,0,0
4-03-2020,Ireland,6,0,0
4-03-2020,Mexico,6,0,1
4-03-2020,Portugal,6,0,0
4-03-2020,Romania,6,0,1
4-03-2020,Pakistan,5,0,0
4-03-2020,Brazil,4,0,0
4-03-2020,Senegal,4,0,0
4-03-2020,Philippines,3,1,2
4-03-2020,Azerbaijan,3,0,0
4-03-2020,Georgia,3,0,0
4-03-2020,New_Zealand,3,0,0
4-03-2020,Russia,3,0,2
4-03-2020,Egypt,2,0,1
4-03-2020,Estonia,2,0,0
4-03-2020,Indonesia,2,0,0
4-03-2020,Saudi_Arabia,2,0,0
4-03-2020,Chile,2,0,0
4-03-2020,Hungary,2,0,0
4-03-2020,Afghanistan,1,0,0
4-03-2020,Andorra,1,0,0
4-03-2020,Armenia,1,0,0
4-03-2020,Cambodia,1,0,1
4-03-2020,Dominican_Republic,1,0,0
4-03-2020,Jordan,1,0,0
4-03-2020,Latvia,1,0,0
4-03-2020,Lithuania,1,0,0
4-03-2020,Luxembourg,1,0,0
4-03-2020,North_Macedonia,1,0,0
4-03-2020,Monaco,1,0,0
4-03-2020,Morocco,1,0,0
4-03-2020,Nepal,1,0,1
4-03-2020,Nigeria,1,0,0
4-03-2020,Sri_Lanka,1,0,1
4-03-2020,Tunisia,1,0,0
4-03-2020,Ukraine,1,0,0
4-03-2020,Argentina,1,0,0
4-03-2020,Liechtenstein,1,0,0
4-03-2020,Poland,1,0,0
4-03-2020,Slovenia,1,0,0
5-03-2020,China,80430,3013,52263
5-03-2020,S._Korea,6088,40,135
5-03-2020,Italy,3858,148,414
5-03-2020,Iran,3513,108,739
5-03-2020,Diamond_Princess,696,6,212
5-03-2020,Germany,545,0,17
5-03-2020,France,423,7,12
5-03-2020,Japan,364,6,43
5-03-2020,Spain,282,3,3
5-03-2020,USA,213,12,9
5-03-2020,Switzerland,118,1,3
5-03-2020,Singapore,117,0,81
5-03-2020,UK,116,1,18
5-03-2020,Hong_Kong,105,2,37
5-03-2020,Sweden,94,0,1
5-03-2020,Norway,91,0,0
5-03-2020,Netherlands,82,0,0
5-03-2020,Australia,59,2,22
5-03-2020,Kuwait,58,0,0
5-03-2020,Bahrain,55,0,4
5-03-2020,Malaysia,55,0,22
5-03-2020,Belgium,50,0,1
5-03-2020,Thailand,47,1,31
5-03-2020,Taiwan,44,1,12
5-03-2020,Austria,43,0,2
5-03-2020,Canada,37,0,8
5-03-2020,Iraq,36,3,0
5-03-2020,Iceland,35,0,0
5-03-2020,Greece,31,0,0
5-03-2020,India,30,0,3
5-03-2020,UAE,28,0,5
5-03-2020,San_Marino,21,1,0
5-03-2020,Denmark,20,0,1
5-03-2020,Algeria,17,0,0
5-03-2020,Israel,17,0,2
5-03-2020,Lebanon,16,0,0
5-03-2020,Oman,16,0,2
5-03-2020,Vietnam,16,0,16
5-03-2020,Ecuador,13,0,0
5-03-2020,Ireland,13,0,0
5-03-2020,Czechia,12,0,0
5-03-2020,Finland,12,0,1
5-03-2020,Macao,10,0,9
5-03-2020,Croatia,10,0,0
5-03-2020,Georgia,9,0,0
5-03-2020,Portugal,9,0,0
5-03-2020,Brazil,8,0,0
5-03-2020,Qatar,8,0,0
5-03-2020,Palestine,7,0,0
5-03-2020,Azerbaijan,6,0,0
5-03-2020,Belarus,6,0,0
5-03-2020,Mexico,6,0,1
5-03-2020,Romania,6,0,1
5-03-2020,Slovenia,6,0,0
5-03-2020,Estonia,5,0,0
5-03-2020,Pakistan,5,0,0
5-03-2020,Saudi_Arabia,5,0,1
5-03-2020,New_Zealand,4,0,0
5-03-2020,Russia,4,0,2
5-03-2020,Senegal,4,0,0
5-03-2020,Chile,4,0,0
5-03-2020,Hungary,4,0,0
5-03-2020,Philippines,3,1,2
5-03-2020,Egypt,3,0,1
5-03-2020,Indonesia,2,0,0
5-03-2020,Luxembourg,2,0,0
5-03-2020,Morocco,2,0,0
5-03-2020,Bosnia_and_Herzegovina,2,0,0
5-03-2020,Afghanistan,1,0,0
5-03-2020,Andorra,1,0,0
5-03-2020,Armenia,1,0,0
5-03-2020,Cambodia,1,0,1
5-03-2020,Dominican_Republic,1,0,0
5-03-2020,Jordan,1,0,0
5-03-2020,Latvia,1,0,1
5-03-2020,Lithuania,1,0,0
5-03-2020,North_Macedonia,1,0,0
5-03-2020,Monaco,1,0,0
5-03-2020,Nepal,1,0,1
5-03-2020,Nigeria,1,0,0
5-03-2020,Sri_Lanka,1,0,1
5-03-2020,Tunisia,1,0,0
5-03-2020,Ukraine,1,0,0
5-03-2020,Argentina,1,0,0
5-03-2020,Costa_Rica,1,0,0
5-03-2020,Gibraltar,1,0,0
5-03-2020,Liechtenstein,1,0,0
5-03-2020,Poland,1,0,0
5-03-2020,South_Africa,1,0,0
6-03-2020,China,80576,3042,53929
6-03-2020,S._Korea,6593,43,135
6-03-2020,Iran,4747,124,913
6-03-2020,Italy,4636,197,523
6-03-2020,Diamond_Princess,696,6,212
6-03-2020,Germany,670,0,17
6-03-2020,France,653,9,12
6-03-2020,Japan,420,6,46
6-03-2020,Spain,400,8,3
6-03-2020,USA,272,15,15
6-03-2020,Switzerland,214,1,3
6-03-2020,UK,164,2,18
6-03-2020,Sweden,137,0,1
6-03-2020,Singapore,130,0,82
6-03-2020,Netherlands,128,1,0
6-03-2020,Norway,127,0,1
6-03-2020,Belgium,109,0,1
6-03-2020,Hong_Kong,108,2,51
6-03-2020,Malaysia,83,0,23
6-03-2020,Austria,66,0,2
6-03-2020,Australia,63,2,22
6-03-2020,Bahrain,60,0,4
6-03-2020,Kuwait,58,0,1
6-03-2020,Canada,51,0,8
6-03-2020,Iraq,48,4,1
6-03-2020,Thailand,48,1,31
6-03-2020,Taiwan,45,1,15
6-03-2020,Greece,45,0,0
6-03-2020,UAE,45,0,5
6-03-2020,Iceland,43,0,0
6-03-2020,India,31,0,3
6-03-2020,San_Marino,23,1,0
6-03-2020,Denmark,23,0,1
6-03-2020,Lebanon,22,0,0
6-03-2020,Israel,21,0,2
6-03-2020,Czechia,19,0,0
6-03-2020,Ireland,18,0,0
6-03-2020,Algeria,17,0,0
6-03-2020,Vietnam,17,0,16
6-03-2020,Oman,16,0,2
6-03-2020,Palestine,16,0,0
6-03-2020,Egypt,15,0,1
6-03-2020,Finland,15,0,1
6-03-2020,Brazil,13,0,0
6-03-2020,Ecuador,13,0,0
6-03-2020,Portugal,13,0,0
